Date,Brand,Type,Publisher,Product,Direct to retailer link,Status,Commission,Payment
11/9/25,"Walmart (US)","Sale commission","Nicki Entenmann","IBTOM CASTLE Women Workout Sets Yoga Outfits, Sports Bra and High Waist Leggings Gym Clothes Trac...","https://rstyle.me/+GiouPndlELq4IP1Nsnrd5Q","Open","$0.06",""
11/9/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","-$7.88",""
11/9/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$7.88",""
11/9/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$3.58",""
11/9/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$0.46",""
11/8/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's Curve Love High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+PpwNPJwz1q7zM-F53k6VYw","Open","-$5.50",""
11/8/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Curve Love High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+PpwNPJwz1q7zM-F53k6VYw","Open","$5.50",""
11/8/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Curve Love High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+PpwNPJwz1q7zM-F53k6VYw","Open","$6.50",""
11/8/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's Curve Love High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+PpwNPJwz1q7zM-F53k6VYw","Open","$5.50",""
11/8/25,"Nordstrom","Sale commission","Nicki Entenmann","New Balance Gender Inclusive 9060 Sneaker | Nordstrom","https://rstyle.me/+uknx5ACc3GVTH5rbfRFmoA","Open","$16.10",""
11/8/25,"Nordstrom","Sale commission","Nicki Entenmann","New Balance Gender Inclusive 9060 Sneaker | Nordstrom","https://rstyle.me/+uknx5ACc3GVTH5rbfRFmoA","Open","$16.10",""
11/8/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.40",""
11/8/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$0.88",""
11/8/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.40",""
11/8/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.05",""
11/8/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.40",""
11/8/25,"Old Navy (US)","Sale commission","Nicki Entenmann","High-Waisted Barrel Ankle Jeans","https://rstyle.me/+g-9-e1VapWtsto9bDlrcLw","Open","$1.30",""
11/8/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$24.78",""
11/8/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
11/8/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
11/8/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","-$3.98",""
11/8/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$1.49",""
11/8/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$3.98",""
11/8/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$5.99",""
11/8/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$3.98",""
11/8/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$4.49",""
11/8/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$0.09",""
11/8/25,"Amazon (US)","Sale return","Nicki Entenmann","","","Open","-$3.15",""
11/7/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$6.30",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$1.37",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$4.20",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$1.26",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$3.68",""
11/7/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
11/7/25,"Nordstrom","Sale return","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","-$2.73",""
11/7/25,"Nordstrom","Sale return","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","-$3.36",""
11/7/25,"Nordstrom","Sale return","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","-$3.36",""
11/7/25,"Nordstrom","Sale return","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","-$3.92",""
11/7/25,"Nordstrom","Sale commission","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","$3.36",""
11/7/25,"Nordstrom","Sale commission","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","$3.92",""
11/7/25,"Nordstrom","Sale commission","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","$2.73",""
11/7/25,"Nordstrom","Sale commission","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","$3.36",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$4.19",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$6.29",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$4.19",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$3.68",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$6.30",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$2.21",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$2.00",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$3.68",""
11/7/25,"","Payment","","","","Closed","","$903.35"
11/7/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Align™ High-Rise Pant 25\"","https://rstyle.me/+DctwTcbBMkGu2Qd8ITftpw","Open","$7.14",""
11/7/25,"Lululemon (US)","Sale commission","Nicki Entenmann","Wunder Train High-Rise Tight 25\"","https://rstyle.me/+2zc_fzCjez_kE3F8kjrTfA","Open","$4.10",""
11/7/25,"QVC","Sale commission","Nicki Entenmann","Nespresso Vertuo Next Coffee/Espresso Maker w Frother & Voucher - QVC.com","https://rstyle.me/+z0UcqwB5JUZQImYOjBOXaQ","Open","$17.78",""
11/7/25,"Nordstrom","Sale return","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","-$7.00",""
11/7/25,"Nordstrom","Sale return","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","-$5.95",""
11/7/25,"Nordstrom","Sale return","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","-$5.95",""
11/7/25,"Nordstrom","Sale commission","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","$5.95",""
11/7/25,"Nordstrom","Sale commission","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","$7.00",""
11/7/25,"Nordstrom","Sale commission","Nicki Entenmann","Cortez Sneaker (Women)","https://rstyle.me/+Lc8ZZ8Ooj0Xa3wLu1Q6VsA","Open","$5.95",""
11/7/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$4.09",""
11/7/25,"","Payment transaction fee","","","","Closed","","$1.00"
11/7/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$2.31",""
11/7/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$5.45",""
11/6/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$5.25",""
11/6/25,"MERIT","Sale commission","Nicki Entenmann","Nicki's Fall Skin Prep","https://rstyle.me/+KgsIBhYhWC_5MpZ7bz5xyg","Open","$2.33",""
11/6/25,"MERIT","Sale commission","Nicki Entenmann","Nicki's Fall Skin Prep","https://rstyle.me/+KgsIBhYhWC_5MpZ7bz5xyg","Open","$2.87",""
11/6/25,"MERIT","Sale commission","Nicki Entenmann","Nicki's Fall Skin Prep","https://rstyle.me/+KgsIBhYhWC_5MpZ7bz5xyg","Open","$2.87",""
11/6/25,"MERIT","Sale commission","Nicki Entenmann","Nicki's Fall Skin Prep","https://rstyle.me/+KgsIBhYhWC_5MpZ7bz5xyg","Open","$2.16",""
11/6/25,"MERIT","Sale commission","Nicki Entenmann","Nicki's Fall Skin Prep","https://rstyle.me/+KgsIBhYhWC_5MpZ7bz5xyg","Open","$2.69",""
11/6/25,"MERIT","Sale commission","Nicki Entenmann","Nicki's Fall Skin Prep","https://rstyle.me/+KgsIBhYhWC_5MpZ7bz5xyg","Open","$2.16",""
11/6/25,"MERIT","Sale commission","Nicki Entenmann","Nicki's Fall Skin Prep","https://rstyle.me/+KgsIBhYhWC_5MpZ7bz5xyg","Open","$3.41",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.28",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.28",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.42",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.28",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.42",""
11/6/25,"QVC","Sale commission","Nicki Entenmann","tarte j'adore la la lips maracuja juicy lip plump 5pc set - QVC.com","https://rstyle.me/+OzaVOTeD6rTvKXov1NEfFw","Open","$5.60",""
11/6/25,"Nordstrom","Sale commission","Nicki Entenmann","New Balance Gender Inclusive 9060 Sneaker | Nordstrom","https://rstyle.me/+uknx5ACc3GVTH5rbfRFmoA","Open","$5.53",""
11/6/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Curve Love High Rise Loose Jean","https://rstyle.me/+AbYXU2C8dZEDzqEwji_7kg","Open","-$9.45",""
11/6/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Curve Love High Rise Loose Jean","https://rstyle.me/+AbYXU2C8dZEDzqEwji_7kg","Open","$9.45",""
11/6/25,"New Balance Athletics, Inc.","Sale commission","Nicki Entenmann","New Balance Unisex 9060 Sneakers - White/Grey (Size 6.5)","https://rstyle.me/+yLvPv-aO-aq4_aIuEQHlqA","Open","$11.08",""
11/6/25,"Lululemon (US)","Sale commission","Nicki Entenmann","All It Takes Ribbed Nulu T-Shirt | Women's Short Sleeve Shirts & Tee's | lululemon","https://rstyle.me/+oMDn9cBaGPDbQd8d_v4mBA","Open","$16.38",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.16",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.28",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.14",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.06",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.28",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.14",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.13",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.50",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.16",""
11/6/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.06",""
11/6/25,"adidas (US)","Sale commission","Nicki Entenmann","Adizero EVO SL Shoes","https://rstyle.me/+TsXl527-8Ap0KPLAzXqaGw","Open","$21.00",""
11/6/25,"adidas (US)","Sale commission","Nicki Entenmann","4DFWD 4 Running Shoes","https://rstyle.me/+LmsnEkVUPjnps5BZdQLMbg","Open","$3.96",""
11/6/25,"adidas (US)","Sale commission","Nicki Entenmann","4DFWD 4 Running Shoes","https://rstyle.me/+LmsnEkVUPjnps5BZdQLMbg","Open","$4.68",""
11/6/25,"adidas (US)","Sale commission","Nicki Entenmann","4DFWD 4 Running Shoes","https://rstyle.me/+LmsnEkVUPjnps5BZdQLMbg","Open","$4.33",""
11/6/25,"adidas (US)","Sale commission","Nicki Entenmann","4DFWD 4 Running Shoes","https://rstyle.me/+LmsnEkVUPjnps5BZdQLMbg","Open","$3.96",""
11/6/25,"Lululemon (US)","Sale return","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","-$15.54",""
11/6/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$15.54",""
11/6/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$10.50",""
11/6/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$3.05",""
11/6/25,"Amazon (US)","Sale return","Nicki Entenmann","","","Open","-$2.93",""
11/6/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$10.48",""
11/5/25,"Lululemon (US)","Sale return","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","-$20.48",""
11/5/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$20.48",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$10.50",""
11/5/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$1.00",""
11/5/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$0.12",""
11/5/25,"Target","Sale commission","Nicki Entenmann","Women's Slim Fit Long Sleeve Top - A New Day™","https://rstyle.me/+9vItX1ZQOQciqH64FgUZJA","Open","$1.00",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Sunday Slash Top","https://rstyle.me/+l0VISWfunfvEw4UHaOf21w","Open","$3.15",""
11/5/25,"Nordstrom","Sale commission","Nicki Entenmann","New Balance Gender Inclusive 9060 Sneaker | Nordstrom","https://rstyle.me/+uknx5ACc3GVTH5rbfRFmoA","Open","$6.86",""
11/5/25,"Nordstrom","Sale commission","Nicki Entenmann","New Balance Gender Inclusive 9060 Sneaker | Nordstrom","https://rstyle.me/+uknx5ACc3GVTH5rbfRFmoA","Open","$11.83",""
11/5/25,"Nordstrom","Sale commission","Nicki Entenmann","New Balance Gender Inclusive 9060 Sneaker | Nordstrom","https://rstyle.me/+uknx5ACc3GVTH5rbfRFmoA","Open","$8.26",""
11/5/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+VZxqkjCbw5VTfojj6L_YBw","Open","$20.90",""
11/5/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","-$6.29",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$6.29",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$10.50",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$10.50",""
11/5/25,"Abercrombie & Fitch (US)","Sale return","Nicki Entenmann","Curve Love High Rise 90s Relaxed Jean","https://rstyle.me/+SsRNaBTcdXGstPpPhKOd9Q","Open","-$9.45",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Curve Love High Rise 90s Relaxed Jean","https://rstyle.me/+SsRNaBTcdXGstPpPhKOd9Q","Open","$9.45",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Curve Love High Rise 90s Relaxed Jean","https://rstyle.me/+SsRNaBTcdXGstPpPhKOd9Q","Open","$9.45",""
11/5/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$9.35",""
11/5/25,"Vuori Clothing (US & Canada)","Sale commission","Nicki Entenmann","Restore Ultra Wideleg Sweatpant | Women's Java Pants | Vuori","https://rstyle.me/+5z2JClITMcKeSgoq4byl2g","Open","$12.39",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$2.67",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$6.30",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$5.25",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","High Rise 90s Relaxed Jean","https://rstyle.me/+8aXeiDvBaS8EgJ2IZp6_oA","Open","$3.69",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","High Rise 90s Relaxed Jean","https://rstyle.me/+8aXeiDvBaS8EgJ2IZp6_oA","Open","$3.54",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","High Rise 90s Relaxed Jean","https://rstyle.me/+8aXeiDvBaS8EgJ2IZp6_oA","Open","$2.87",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","High Rise 90s Relaxed Jean","https://rstyle.me/+8aXeiDvBaS8EgJ2IZp6_oA","Open","$2.09",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","High Rise 90s Relaxed Jean","https://rstyle.me/+8aXeiDvBaS8EgJ2IZp6_oA","Open","$3.54",""
11/5/25,"Lululemon (US)","Sale commission","Nicki Entenmann","lululemon Glow Up™ Super-High-Rise Tight 25\"","https://rstyle.me/+hK7DTW49WudAL6Nfb1pOQA","Open","$12.39",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","High Rise 90s Relaxed Jean","https://rstyle.me/+lZgjuYySrquNP4FrP4CAwg","Open","$3.41",""
11/5/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","High Rise 90s Relaxed Jean","https://rstyle.me/+lZgjuYySrquNP4FrP4CAwg","Open","$3.41",""
11/5/25,"Nordstrom","Sale commission","Nicki Entenmann","Open Edit Faux Leather Wrap Miniskirt | Nordstrom","https://rstyle.me/+uFxTMGcTDpLUu9WhDZLWDg","Open","$4.83",""
11/5/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$2.98",""
11/5/25,"Amazon (US)","Sale commission","Nicki Entenmann","","","Open","$3.34",""
11/4/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$10.50",""
11/4/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$9.45",""
11/4/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$7.35",""
11/4/25,"Abercrombie & Fitch (US)","Sale commission","Nicki Entenmann","Women's High Rise 90s Relaxed Jean | Women's Bottoms | Abercrombie.com","https://rstyle.me/+le7fO1UkylzWrO1_D9HJdw","Open","$11.55",""
